student_id,date_registered,first_date_watched,first_date_purchased,reg_to_watch_days,watch_to_purchase days
267970,19-03-2022,19-03-2022,NULL,0,NULL
267971,19-03-2022,25-04-2022,NULL,37,NULL
267973,19-03-2022,21-03-2022,NULL,2,NULL
267976,19-03-2022,31-03-2022,NULL,12,NULL
267978,19-03-2022,19-03-2022,NULL,0,NULL
267979,19-03-2022,19-03-2022,NULL,0,NULL
267982,19-03-2022,19-03-2022,NULL,0,NULL
267986,19-03-2022,19-03-2022,NULL,0,NULL
267988,19-03-2022,19-03-2022,NULL,0,NULL
267991,19-03-2022,14-07-2022,NULL,117,NULL
267994,19-03-2022,19-03-2022,NULL,0,NULL
267997,19-03-2022,19-03-2022,NULL,0,NULL
268000,19-03-2022,19-03-2022,NULL,0,NULL
268001,19-03-2022,19-03-2022,NULL,0,NULL
268004,19-03-2022,19-03-2022,NULL,0,NULL
268005,19-03-2022,19-03-2022,NULL,0,NULL
268006,19-03-2022,19-03-2022,NULL,0,NULL
268007,19-03-2022,19-03-2022,NULL,0,NULL
268008,19-03-2022,19-03-2022,NULL,0,NULL
268009,19-03-2022,19-03-2022,NULL,0,NULL
268010,19-03-2022,19-03-2022,19-03-2022,0,0
268011,19-03-2022,20-03-2022,20-03-2022,1,0
268012,19-03-2022,19-03-2022,NULL,0,NULL
268013,19-03-2022,26-10-2022,NULL,221,NULL
268014,19-03-2022,09-04-2022,NULL,21,NULL
268020,19-03-2022,19-03-2022,NULL,0,NULL
268025,19-03-2022,19-03-2022,NULL,0,NULL
268026,19-03-2022,19-03-2022,NULL,0,NULL
268027,19-03-2022,19-03-2022,NULL,0,NULL
268030,19-03-2022,23-10-2022,NULL,218,NULL
268033,20-03-2022,20-03-2022,NULL,0,NULL
268035,20-03-2022,20-03-2022,NULL,0,NULL
268036,20-03-2022,20-03-2022,NULL,0,NULL
268038,20-03-2022,20-03-2022,NULL,0,NULL
268040,20-03-2022,20-03-2022,NULL,0,NULL
268041,20-03-2022,20-03-2022,NULL,0,NULL
268043,20-03-2022,20-03-2022,NULL,0,NULL
268044,20-03-2022,23-10-2022,NULL,217,NULL
268045,20-03-2022,20-03-2022,20-03-2022,0,0
268049,20-03-2022,20-03-2022,NULL,0,NULL
268050,20-03-2022,21-03-2022,NULL,1,NULL
268052,20-03-2022,20-03-2022,NULL,0,NULL
268055,20-03-2022,20-03-2022,NULL,0,NULL
268057,20-03-2022,30-06-2022,NULL,102,NULL
268059,20-03-2022,20-03-2022,NULL,0,NULL
268060,20-03-2022,24-03-2022,NULL,4,NULL
268061,20-03-2022,30-03-2022,NULL,10,NULL
268065,20-03-2022,20-03-2022,NULL,0,NULL
268068,20-03-2022,20-03-2022,NULL,0,NULL
268070,20-03-2022,20-03-2022,NULL,0,NULL
268071,20-03-2022,20-03-2022,NULL,0,NULL
268072,20-03-2022,20-03-2022,NULL,0,NULL
268075,20-03-2022,20-03-2022,NULL,0,NULL
268076,20-03-2022,20-03-2022,NULL,0,NULL
268077,20-03-2022,20-03-2022,NULL,0,NULL
268079,20-03-2022,20-03-2022,NULL,0,NULL
268080,20-03-2022,20-03-2022,NULL,0,NULL
268083,20-03-2022,20-03-2022,NULL,0,NULL
268085,20-03-2022,20-03-2022,NULL,0,NULL
268087,20-03-2022,20-03-2022,NULL,0,NULL
268089,20-03-2022,20-03-2022,NULL,0,NULL
268090,20-03-2022,28-03-2022,28-07-2022,8,122
268093,20-03-2022,20-03-2022,NULL,0,NULL
268094,20-03-2022,20-03-2022,NULL,0,NULL
268095,20-03-2022,20-03-2022,NULL,0,NULL
268096,20-03-2022,20-03-2022,NULL,0,NULL
268099,20-03-2022,20-03-2022,NULL,0,NULL
268101,20-03-2022,20-03-2022,NULL,0,NULL
268104,20-03-2022,20-03-2022,25-03-2022,0,5
268109,20-03-2022,20-03-2022,NULL,0,NULL
268111,20-03-2022,20-03-2022,NULL,0,NULL
268113,20-03-2022,21-03-2022,24-03-2022,1,3
268115,20-03-2022,20-03-2022,NULL,0,NULL
268116,20-03-2022,20-03-2022,NULL,0,NULL
268117,20-03-2022,20-03-2022,NULL,0,NULL
268118,20-03-2022,27-03-2022,NULL,7,NULL
268120,20-03-2022,21-03-2022,NULL,1,NULL
268121,20-03-2022,20-03-2022,NULL,0,NULL
268128,20-03-2022,20-03-2022,NULL,0,NULL
268129,20-03-2022,21-03-2022,25-03-2022,1,4
268134,20-03-2022,10-05-2022,NULL,51,NULL
268135,20-03-2022,21-03-2022,NULL,1,NULL
268136,20-03-2022,20-03-2022,NULL,0,NULL
268141,20-03-2022,20-03-2022,NULL,0,NULL
268143,20-03-2022,20-03-2022,NULL,0,NULL
268147,21-03-2022,26-03-2022,26-03-2022,5,0
268148,21-03-2022,21-03-2022,NULL,0,NULL
268152,21-03-2022,21-03-2022,21-03-2022,0,0
268153,21-03-2022,21-03-2022,NULL,0,NULL
268155,21-03-2022,21-03-2022,NULL,0,NULL
268156,21-03-2022,22-03-2022,NULL,1,NULL
268158,21-03-2022,21-03-2022,NULL,0,NULL
268159,21-03-2022,21-03-2022,NULL,0,NULL
268162,21-03-2022,21-03-2022,NULL,0,NULL
268163,21-03-2022,21-03-2022,NULL,0,NULL
268165,21-03-2022,21-03-2022,NULL,0,NULL
268170,21-03-2022,21-03-2022,NULL,0,NULL
268171,21-03-2022,21-03-2022,NULL,0,NULL
268177,21-03-2022,21-03-2022,21-03-2022,0,0
268182,21-03-2022,07-09-2022,NULL,170,NULL
268183,21-03-2022,21-03-2022,NULL,0,NULL
268184,21-03-2022,21-03-2022,NULL,0,NULL
268188,21-03-2022,21-03-2022,NULL,0,NULL
268189,21-03-2022,21-03-2022,NULL,0,NULL
268191,21-03-2022,21-03-2022,NULL,0,NULL
268196,21-03-2022,21-03-2022,NULL,0,NULL
268197,21-03-2022,21-03-2022,NULL,0,NULL
268202,21-03-2022,21-03-2022,NULL,0,NULL
268204,21-03-2022,21-03-2022,21-03-2022,0,0
268207,21-03-2022,21-03-2022,NULL,0,NULL
268208,21-03-2022,21-03-2022,NULL,0,NULL
268211,21-03-2022,22-03-2022,NULL,1,NULL
268212,21-03-2022,21-03-2022,NULL,0,NULL
268214,21-03-2022,21-03-2022,NULL,0,NULL
268223,21-03-2022,22-03-2022,NULL,1,NULL
268224,21-03-2022,21-03-2022,21-03-2022,0,0
268225,21-03-2022,21-03-2022,NULL,0,NULL
268226,21-03-2022,21-03-2022,21-03-2022,0,0
268227,21-03-2022,21-03-2022,NULL,0,NULL
268228,21-03-2022,21-03-2022,NULL,0,NULL
268229,21-03-2022,21-03-2022,NULL,0,NULL
268234,21-03-2022,21-03-2022,NULL,0,NULL
268240,21-03-2022,21-03-2022,NULL,0,NULL
268241,21-03-2022,21-03-2022,NULL,0,NULL
268242,21-03-2022,21-03-2022,17-04-2022,0,27
268244,21-03-2022,21-03-2022,NULL,0,NULL
268245,21-03-2022,21-03-2022,NULL,0,NULL
268246,21-03-2022,21-03-2022,NULL,0,NULL
268247,21-03-2022,21-03-2022,NULL,0,NULL
268248,21-03-2022,22-03-2022,NULL,1,NULL
268249,21-03-2022,21-03-2022,NULL,0,NULL
268251,21-03-2022,24-03-2022,NULL,3,NULL
268254,21-03-2022,21-03-2022,NULL,0,NULL
268255,22-03-2022,22-03-2022,NULL,0,NULL
268257,22-03-2022,22-03-2022,22-03-2022,0,0
268258,22-03-2022,22-03-2022,NULL,0,NULL
268262,22-03-2022,22-03-2022,NULL,0,NULL
268263,22-03-2022,22-03-2022,23-03-2022,0,1
268270,22-03-2022,22-03-2022,NULL,0,NULL
268271,22-03-2022,22-03-2022,NULL,0,NULL
268286,22-03-2022,22-03-2022,NULL,0,NULL
268287,22-03-2022,22-03-2022,30-03-2022,0,8
268290,22-03-2022,22-03-2022,NULL,0,NULL
268293,22-03-2022,22-03-2022,23-03-2022,0,1
268294,22-03-2022,22-03-2022,NULL,0,NULL
268298,22-03-2022,22-03-2022,NULL,0,NULL
268300,22-03-2022,22-03-2022,NULL,0,NULL
268302,22-03-2022,14-04-2022,NULL,23,NULL
268303,22-03-2022,22-03-2022,NULL,0,NULL
268307,22-03-2022,22-03-2022,NULL,0,NULL
268308,22-03-2022,22-03-2022,NULL,0,NULL
268310,22-03-2022,22-03-2022,NULL,0,NULL
268311,22-03-2022,22-03-2022,NULL,0,NULL
268313,22-03-2022,23-03-2022,NULL,1,NULL
268315,22-03-2022,22-03-2022,NULL,0,NULL
268316,22-03-2022,22-03-2022,NULL,0,NULL
268317,22-03-2022,22-03-2022,NULL,0,NULL
268318,22-03-2022,22-03-2022,NULL,0,NULL
268320,22-03-2022,22-03-2022,NULL,0,NULL
268321,22-03-2022,26-03-2022,26-03-2022,4,0
268323,22-03-2022,22-03-2022,NULL,0,NULL
268324,22-03-2022,22-03-2022,NULL,0,NULL
268326,22-03-2022,26-03-2022,NULL,4,NULL
268328,22-03-2022,22-03-2022,NULL,0,NULL
268331,22-03-2022,22-03-2022,22-03-2022,0,0
268332,22-03-2022,22-03-2022,NULL,0,NULL
268335,22-03-2022,22-03-2022,NULL,0,NULL
268337,22-03-2022,22-03-2022,22-03-2022,0,0
268338,22-03-2022,22-03-2022,NULL,0,NULL
268339,22-03-2022,22-03-2022,NULL,0,NULL
268341,22-03-2022,22-03-2022,NULL,0,NULL
268342,22-03-2022,22-03-2022,NULL,0,NULL
268344,22-03-2022,22-03-2022,22-03-2022,0,0
268348,22-03-2022,22-03-2022,24-03-2022,0,2
268349,22-03-2022,22-03-2022,NULL,0,NULL
268350,22-03-2022,22-03-2022,NULL,0,NULL
268352,22-03-2022,22-03-2022,22-03-2022,0,0
268355,23-03-2022,23-03-2022,NULL,0,NULL
268357,23-03-2022,23-03-2022,23-03-2022,0,0
268359,23-03-2022,24-03-2022,NULL,1,NULL
268360,23-03-2022,23-03-2022,NULL,0,NULL
268361,23-03-2022,23-03-2022,NULL,0,NULL
268362,23-03-2022,23-03-2022,NULL,0,NULL
268365,23-03-2022,23-03-2022,NULL,0,NULL
268366,23-03-2022,23-03-2022,NULL,0,NULL
268368,23-03-2022,23-03-2022,NULL,0,NULL
268372,23-03-2022,23-03-2022,NULL,0,NULL
268374,23-03-2022,24-03-2022,24-03-2022,1,0
268375,23-03-2022,24-03-2022,NULL,1,NULL
268376,23-03-2022,23-03-2022,NULL,0,NULL
268377,23-03-2022,23-03-2022,NULL,0,NULL
268378,23-03-2022,23-03-2022,NULL,0,NULL
268379,23-03-2022,23-03-2022,NULL,0,NULL
268380,23-03-2022,23-03-2022,23-03-2022,0,0
268381,23-03-2022,23-03-2022,NULL,0,NULL
268382,23-03-2022,23-03-2022,NULL,0,NULL
268384,23-03-2022,23-03-2022,NULL,0,NULL
268389,23-03-2022,23-03-2022,23-03-2022,0,0
268390,23-03-2022,23-03-2022,03-04-2022,0,11
268391,23-03-2022,30-03-2022,NULL,7,NULL
268393,23-03-2022,31-03-2022,31-03-2022,8,0
268396,23-03-2022,29-03-2022,NULL,6,NULL
268399,23-03-2022,23-03-2022,NULL,0,NULL
268401,23-03-2022,23-03-2022,NULL,0,NULL
268402,23-03-2022,23-03-2022,NULL,0,NULL
268403,23-03-2022,23-03-2022,NULL,0,NULL
268405,23-03-2022,23-03-2022,NULL,0,NULL
268406,23-03-2022,23-03-2022,NULL,0,NULL
268408,23-03-2022,23-03-2022,23-03-2022,0,0
268409,23-03-2022,23-03-2022,26-03-2022,0,3
268410,23-03-2022,23-03-2022,23-03-2022,0,0
268411,23-03-2022,23-03-2022,NULL,0,NULL
268412,23-03-2022,23-03-2022,23-03-2022,0,0
268414,23-03-2022,23-03-2022,NULL,0,NULL
268419,23-03-2022,23-03-2022,NULL,0,NULL
268426,23-03-2022,23-03-2022,NULL,0,NULL
268427,23-03-2022,23-03-2022,NULL,0,NULL
268428,23-03-2022,23-03-2022,NULL,0,NULL
268429,23-03-2022,23-03-2022,NULL,0,NULL
268430,23-03-2022,24-03-2022,NULL,1,NULL
268431,23-03-2022,23-03-2022,NULL,0,NULL
268432,24-03-2022,25-03-2022,NULL,1,NULL
268434,24-03-2022,24-03-2022,NULL,0,NULL
268435,24-03-2022,01-04-2022,NULL,8,NULL
268436,24-03-2022,24-03-2022,NULL,0,NULL
268437,24-03-2022,24-03-2022,NULL,0,NULL
268440,24-03-2022,24-03-2022,NULL,0,NULL
268443,24-03-2022,24-03-2022,NULL,0,NULL
268444,24-03-2022,30-04-2022,NULL,37,NULL
268446,24-03-2022,24-03-2022,NULL,0,NULL
268448,24-03-2022,24-03-2022,NULL,0,NULL
268450,24-03-2022,24-03-2022,NULL,0,NULL
268454,24-03-2022,24-03-2022,NULL,0,NULL
268456,24-03-2022,25-03-2022,NULL,1,NULL
268457,24-03-2022,24-03-2022,NULL,0,NULL
268460,24-03-2022,24-03-2022,NULL,0,NULL
268462,24-03-2022,24-03-2022,NULL,0,NULL
268465,24-03-2022,24-03-2022,24-03-2022,0,0
268471,24-03-2022,24-03-2022,NULL,0,NULL
268472,24-03-2022,24-03-2022,NULL,0,NULL
268473,24-03-2022,24-03-2022,24-03-2022,0,0
268474,24-03-2022,24-03-2022,NULL,0,NULL
268478,24-03-2022,24-03-2022,NULL,0,NULL
268479,24-03-2022,24-03-2022,NULL,0,NULL
268482,24-03-2022,24-03-2022,NULL,0,NULL
268483,24-03-2022,24-03-2022,NULL,0,NULL
268485,24-03-2022,29-03-2022,29-03-2022,5,0
268488,24-03-2022,24-03-2022,NULL,0,NULL
268489,24-03-2022,24-03-2022,NULL,0,NULL
268492,24-03-2022,16-10-2022,NULL,206,NULL
268493,24-03-2022,24-03-2022,NULL,0,NULL
268495,24-03-2022,24-03-2022,NULL,0,NULL
268497,24-03-2022,24-03-2022,24-03-2022,0,0
268499,24-03-2022,24-03-2022,NULL,0,NULL
268501,24-03-2022,24-03-2022,NULL,0,NULL
268502,24-03-2022,24-03-2022,NULL,0,NULL
268505,24-03-2022,05-04-2022,NULL,12,NULL
268506,24-03-2022,24-03-2022,NULL,0,NULL
268508,24-03-2022,24-03-2022,NULL,0,NULL
268509,24-03-2022,31-03-2022,NULL,7,NULL
268510,24-03-2022,24-03-2022,24-03-2022,0,0
268512,24-03-2022,24-03-2022,NULL,0,NULL
268514,24-03-2022,24-03-2022,NULL,0,NULL
268516,24-03-2022,24-03-2022,30-03-2022,0,6
268517,24-03-2022,25-03-2022,NULL,1,NULL
268521,25-03-2022,25-03-2022,NULL,0,NULL
268524,25-03-2022,25-03-2022,NULL,0,NULL
268527,25-03-2022,25-03-2022,25-03-2022,0,0
268528,25-03-2022,25-03-2022,NULL,0,NULL
268529,25-03-2022,03-04-2022,06-04-2022,9,3
268531,25-03-2022,25-03-2022,NULL,0,NULL
268536,25-03-2022,09-04-2022,NULL,15,NULL
268538,25-03-2022,25-03-2022,NULL,0,NULL
268540,25-03-2022,25-03-2022,NULL,0,NULL
268541,25-03-2022,25-03-2022,NULL,0,NULL
268542,25-03-2022,25-03-2022,NULL,0,NULL
268543,25-03-2022,25-03-2022,NULL,0,NULL
268545,25-03-2022,27-03-2022,27-03-2022,2,0
268546,25-03-2022,25-03-2022,NULL,0,NULL
268550,25-03-2022,25-03-2022,NULL,0,NULL
268551,25-03-2022,04-04-2022,NULL,10,NULL
268553,25-03-2022,25-03-2022,25-03-2022,0,0
268554,25-03-2022,25-03-2022,NULL,0,NULL
268555,25-03-2022,25-03-2022,NULL,0,NULL
268556,25-03-2022,25-03-2022,03-04-2022,0,9
268557,25-03-2022,25-03-2022,NULL,0,NULL
268559,25-03-2022,25-03-2022,NULL,0,NULL
268562,25-03-2022,25-03-2022,NULL,0,NULL
268563,25-03-2022,25-03-2022,NULL,0,NULL
268564,25-03-2022,25-03-2022,NULL,0,NULL
268565,25-03-2022,25-03-2022,NULL,0,NULL
268566,25-03-2022,25-03-2022,NULL,0,NULL
268567,25-03-2022,25-03-2022,NULL,0,NULL
268569,25-03-2022,25-03-2022,NULL,0,NULL
268576,25-03-2022,25-03-2022,NULL,0,NULL
268577,25-03-2022,25-03-2022,NULL,0,NULL
268578,25-03-2022,25-03-2022,NULL,0,NULL
268579,25-03-2022,25-03-2022,NULL,0,NULL
268580,25-03-2022,25-03-2022,NULL,0,NULL
268582,25-03-2022,25-03-2022,NULL,0,NULL
268584,25-03-2022,25-03-2022,25-03-2022,0,0
268587,25-03-2022,25-03-2022,NULL,0,NULL
268588,25-03-2022,25-03-2022,NULL,0,NULL
268591,25-03-2022,26-03-2022,NULL,1,NULL
268592,25-03-2022,25-03-2022,NULL,0,NULL
268593,25-03-2022,25-03-2022,NULL,0,NULL
268598,26-03-2022,26-03-2022,NULL,0,NULL
268599,26-03-2022,26-03-2022,NULL,0,NULL
268600,26-03-2022,26-03-2022,26-03-2022,0,0
268603,26-03-2022,26-03-2022,NULL,0,NULL
268604,26-03-2022,26-03-2022,NULL,0,NULL
268605,26-03-2022,26-03-2022,NULL,0,NULL
268607,26-03-2022,27-03-2022,NULL,1,NULL
268608,26-03-2022,26-03-2022,NULL,0,NULL
268611,26-03-2022,26-03-2022,NULL,0,NULL
268613,26-03-2022,26-03-2022,NULL,0,NULL
268616,26-03-2022,26-03-2022,28-12-2022,0,277
268618,26-03-2022,30-03-2022,30-03-2022,4,0
268619,26-03-2022,26-03-2022,NULL,0,NULL
268620,26-03-2022,26-03-2022,NULL,0,NULL
268621,26-03-2022,26-03-2022,NULL,0,NULL
268622,26-03-2022,26-03-2022,NULL,0,NULL
268623,26-03-2022,26-03-2022,NULL,0,NULL
268625,26-03-2022,26-03-2022,NULL,0,NULL
268626,26-03-2022,26-03-2022,NULL,0,NULL
268630,26-03-2022,26-03-2022,NULL,0,NULL
268632,26-03-2022,26-03-2022,NULL,0,NULL
268637,26-03-2022,26-03-2022,NULL,0,NULL
268638,26-03-2022,26-03-2022,NULL,0,NULL
268639,26-03-2022,14-04-2022,NULL,19,NULL
268641,26-03-2022,26-03-2022,26-03-2022,0,0
268644,26-03-2022,26-03-2022,NULL,0,NULL
268645,26-03-2022,26-03-2022,NULL,0,NULL
268647,26-03-2022,26-03-2022,28-03-2022,0,2
268648,26-03-2022,27-03-2022,NULL,1,NULL
268649,26-03-2022,26-03-2022,NULL,0,NULL
268652,26-03-2022,26-03-2022,NULL,0,NULL
268654,26-03-2022,07-04-2022,NULL,12,NULL
268655,26-03-2022,26-03-2022,NULL,0,NULL
268656,26-03-2022,26-03-2022,NULL,0,NULL
268658,27-03-2022,27-03-2022,NULL,0,NULL
268659,27-03-2022,27-03-2022,NULL,0,NULL
268660,27-03-2022,28-03-2022,NULL,1,NULL
268663,27-03-2022,27-03-2022,NULL,0,NULL
268665,27-03-2022,27-03-2022,NULL,0,NULL
268667,27-03-2022,27-03-2022,NULL,0,NULL
268669,27-03-2022,27-03-2022,NULL,0,NULL
268670,27-03-2022,27-03-2022,NULL,0,NULL
268672,27-03-2022,27-03-2022,NULL,0,NULL
268678,27-03-2022,09-05-2022,NULL,43,NULL
268679,27-03-2022,27-03-2022,NULL,0,NULL
268681,27-03-2022,27-03-2022,NULL,0,NULL
268682,27-03-2022,27-03-2022,NULL,0,NULL
268684,27-03-2022,02-04-2022,NULL,6,NULL
268685,27-03-2022,27-03-2022,NULL,0,NULL
268687,27-03-2022,10-09-2022,NULL,167,NULL
268688,27-03-2022,27-03-2022,NULL,0,NULL
268689,27-03-2022,27-03-2022,28-11-2022,0,246
268690,27-03-2022,27-03-2022,NULL,0,NULL
268693,27-03-2022,27-03-2022,NULL,0,NULL
268694,27-03-2022,27-03-2022,NULL,0,NULL
268695,27-03-2022,27-03-2022,NULL,0,NULL
268696,27-03-2022,27-03-2022,NULL,0,NULL
268697,27-03-2022,27-03-2022,NULL,0,NULL
268701,27-03-2022,27-03-2022,29-03-2022,0,2
268704,27-03-2022,19-09-2022,NULL,176,NULL
268705,27-03-2022,27-03-2022,NULL,0,NULL
268706,27-03-2022,26-09-2022,26-09-2022,183,0
268709,27-03-2022,27-03-2022,NULL,0,NULL
268712,27-03-2022,27-03-2022,NULL,0,NULL
268713,27-03-2022,27-03-2022,NULL,0,NULL
268714,27-03-2022,27-03-2022,27-03-2022,0,0
268716,27-03-2022,27-03-2022,27-03-2022,0,0
268718,27-03-2022,29-03-2022,29-03-2022,2,0
268719,27-03-2022,01-04-2022,NULL,5,NULL
268720,27-03-2022,27-03-2022,NULL,0,NULL
268721,27-03-2022,27-03-2022,NULL,0,NULL
268722,27-03-2022,27-03-2022,NULL,0,NULL
268727,27-03-2022,27-03-2022,NULL,0,NULL
268728,27-03-2022,27-03-2022,NULL,0,NULL
268732,27-03-2022,27-03-2022,30-03-2022,0,3
268734,27-03-2022,08-04-2022,NULL,12,NULL
268735,27-03-2022,27-03-2022,NULL,0,NULL
268736,27-03-2022,28-03-2022,28-03-2022,1,0
268737,27-03-2022,27-03-2022,NULL,0,NULL
268740,28-03-2022,28-03-2022,NULL,0,NULL
268743,28-03-2022,28-03-2022,NULL,0,NULL
268744,28-03-2022,28-03-2022,NULL,0,NULL
268745,28-03-2022,28-03-2022,NULL,0,NULL
268746,28-03-2022,28-03-2022,NULL,0,NULL
268747,28-03-2022,28-03-2022,NULL,0,NULL
268749,28-03-2022,28-03-2022,NULL,0,NULL
268751,28-03-2022,28-03-2022,NULL,0,NULL
268752,28-03-2022,28-03-2022,NULL,0,NULL
268753,28-03-2022,28-03-2022,NULL,0,NULL
268757,28-03-2022,28-03-2022,NULL,0,NULL
268758,28-03-2022,28-03-2022,NULL,0,NULL
268759,28-03-2022,28-03-2022,NULL,0,NULL
268761,28-03-2022,28-03-2022,NULL,0,NULL
268764,28-03-2022,28-03-2022,28-03-2022,0,0
268765,28-03-2022,28-03-2022,NULL,0,NULL
268770,28-03-2022,28-03-2022,NULL,0,NULL
268773,28-03-2022,28-03-2022,NULL,0,NULL
268775,28-03-2022,28-03-2022,NULL,0,NULL
268776,28-03-2022,28-03-2022,NULL,0,NULL
268779,28-03-2022,28-03-2022,28-03-2022,0,0
268783,28-03-2022,28-03-2022,NULL,0,NULL
268785,28-03-2022,28-03-2022,NULL,0,NULL
268786,28-03-2022,28-03-2022,28-03-2022,0,0
268787,28-03-2022,28-03-2022,NULL,0,NULL
268789,28-03-2022,28-03-2022,NULL,0,NULL
268790,28-03-2022,28-03-2022,NULL,0,NULL
268791,28-03-2022,28-03-2022,NULL,0,NULL
268792,28-03-2022,30-03-2022,30-03-2022,2,0
268794,28-03-2022,28-03-2022,NULL,0,NULL
268796,28-03-2022,28-03-2022,28-03-2022,0,0
268797,28-03-2022,28-03-2022,NULL,0,NULL
268798,28-03-2022,28-03-2022,NULL,0,NULL
268802,28-03-2022,28-03-2022,NULL,0,NULL
268803,28-03-2022,28-03-2022,NULL,0,NULL
268805,28-03-2022,29-03-2022,31-03-2022,1,2
268806,28-03-2022,28-03-2022,NULL,0,NULL
268811,28-03-2022,28-03-2022,04-04-2022,0,7
268812,28-03-2022,28-03-2022,NULL,0,NULL
268814,28-03-2022,28-03-2022,NULL,0,NULL
268816,28-03-2022,28-03-2022,NULL,0,NULL
268817,28-03-2022,28-03-2022,30-03-2022,0,2
268818,28-03-2022,28-03-2022,NULL,0,NULL
268820,28-03-2022,28-03-2022,NULL,0,NULL
268821,28-03-2022,28-03-2022,NULL,0,NULL
268822,28-03-2022,28-03-2022,NULL,0,NULL
268823,28-03-2022,28-03-2022,NULL,0,NULL
268824,28-03-2022,28-03-2022,NULL,0,NULL
268825,28-03-2022,28-03-2022,31-03-2022,0,3
268828,28-03-2022,29-03-2022,NULL,1,NULL
268829,28-03-2022,28-03-2022,NULL,0,NULL
268830,28-03-2022,28-03-2022,28-03-2022,0,0
268831,28-03-2022,28-03-2022,NULL,0,NULL
268832,29-03-2022,29-03-2022,NULL,0,NULL
268835,29-03-2022,29-03-2022,NULL,0,NULL
268838,29-03-2022,29-03-2022,NULL,0,NULL
268839,29-03-2022,29-03-2022,NULL,0,NULL
268840,29-03-2022,29-03-2022,NULL,0,NULL
268843,29-03-2022,29-03-2022,NULL,0,NULL
268846,29-03-2022,29-03-2022,NULL,0,NULL
268847,29-03-2022,29-03-2022,NULL,0,NULL
268849,29-03-2022,29-03-2022,NULL,0,NULL
268850,29-03-2022,29-03-2022,NULL,0,NULL
268851,29-03-2022,29-03-2022,NULL,0,NULL
268854,29-03-2022,29-03-2022,NULL,0,NULL
268855,29-03-2022,26-04-2022,NULL,28,NULL
268856,29-03-2022,29-03-2022,NULL,0,NULL
268857,29-03-2022,29-03-2022,21-05-2022,0,53
268858,29-03-2022,29-03-2022,NULL,0,NULL
268859,29-03-2022,29-03-2022,13-04-2022,0,15
268863,29-03-2022,29-03-2022,20-04-2022,0,22
268869,29-03-2022,29-03-2022,NULL,0,NULL
268870,29-03-2022,29-03-2022,NULL,0,NULL
268872,29-03-2022,29-03-2022,NULL,0,NULL
268874,29-03-2022,29-03-2022,NULL,0,NULL
268876,29-03-2022,29-03-2022,29-03-2022,0,0
268880,29-03-2022,29-03-2022,NULL,0,NULL
268883,29-03-2022,29-03-2022,20-05-2022,0,52
268885,29-03-2022,29-03-2022,NULL,0,NULL
268891,29-03-2022,08-05-2022,NULL,40,NULL
268892,29-03-2022,29-03-2022,30-03-2022,0,1
268893,29-03-2022,29-03-2022,NULL,0,NULL
268895,29-03-2022,29-03-2022,NULL,0,NULL
268896,29-03-2022,29-03-2022,NULL,0,NULL
268898,29-03-2022,29-03-2022,29-03-2022,0,0
268901,29-03-2022,29-03-2022,NULL,0,NULL
268902,29-03-2022,29-03-2022,NULL,0,NULL
268903,29-03-2022,29-03-2022,29-03-2022,0,0
268906,29-03-2022,29-03-2022,NULL,0,NULL
268907,29-03-2022,29-03-2022,NULL,0,NULL
268908,29-03-2022,29-03-2022,31-03-2022,0,2
268910,29-03-2022,29-03-2022,NULL,0,NULL
268911,29-03-2022,29-03-2022,NULL,0,NULL
268912,29-03-2022,29-03-2022,NULL,0,NULL
268913,29-03-2022,29-03-2022,NULL,0,NULL
268914,29-03-2022,29-03-2022,NULL,0,NULL
268916,29-03-2022,29-03-2022,NULL,0,NULL
268917,29-03-2022,29-03-2022,NULL,0,NULL
268919,29-03-2022,29-03-2022,NULL,0,NULL
268920,29-03-2022,29-03-2022,NULL,0,NULL
268921,29-03-2022,29-03-2022,NULL,0,NULL
268922,29-03-2022,30-03-2022,30-03-2022,1,0
268924,29-03-2022,29-03-2022,NULL,0,NULL
268925,30-03-2022,30-03-2022,NULL,0,NULL
268926,30-03-2022,30-03-2022,30-03-2022,0,0
268929,30-03-2022,30-03-2022,31-03-2022,0,1
268930,30-03-2022,30-03-2022,NULL,0,NULL
268933,30-03-2022,30-03-2022,NULL,0,NULL
268936,30-03-2022,30-03-2022,NULL,0,NULL
268938,30-03-2022,30-03-2022,NULL,0,NULL
268940,30-03-2022,30-03-2022,30-03-2022,0,0
268941,30-03-2022,30-03-2022,NULL,0,NULL
268943,30-03-2022,23-05-2022,NULL,54,NULL
268944,30-03-2022,27-08-2022,21-05-2023,150,267
268947,30-03-2022,30-03-2022,NULL,0,NULL
268953,30-03-2022,30-03-2022,NULL,0,NULL
268955,30-03-2022,30-03-2022,NULL,0,NULL
268957,30-03-2022,30-03-2022,NULL,0,NULL
268960,30-03-2022,30-03-2022,NULL,0,NULL
268963,30-03-2022,30-03-2022,NULL,0,NULL
268965,30-03-2022,30-03-2022,NULL,0,NULL
268966,30-03-2022,30-03-2022,NULL,0,NULL
268967,30-03-2022,30-03-2022,NULL,0,NULL
268969,30-03-2022,30-03-2022,NULL,0,NULL
268973,30-03-2022,30-03-2022,NULL,0,NULL
268974,30-03-2022,30-03-2022,NULL,0,NULL
268977,30-03-2022,30-03-2022,NULL,0,NULL
268980,30-03-2022,01-04-2022,NULL,2,NULL
